1,Downward Flux of Calcite at 100M,mol C m-2 s-1,sinking flux of calcite at 100m,,epcalc100,,sinking_calcite,mol C m-2 s-1,time: mean arera: where sea,,,,,,real,longitude latitude time,epcalc100,ocnBgchem
1,Downward Flux of Aragonite at 100M,mol C m-2 s-1,sinking flux of aragonite at 100m,,eparag100,,sinking_aragonite,mol C m-2 s-1,time: mean area: mean where sea,,,,,,real,longitude latitude time,eparag100,ocnBgchem
2,Dissolved Inorganic Carbon Content,kg C m-2,Vertically integrated DIC,"For consistency with other fluxes, shouldn't this have units of mol C m-2 s-1",intdic,,dic_inventory,kg C m-2,time: mean arera: where sea,,,,,,real,longitude latitude time,intdic,ocnBgchem
1,Surface Aqueous Partial Pressure of CO2,uatm,Surface aqueous partial pressure of CO2,,spco2,,surface_pco2,uatm,time: mean area: mean where sea,,,,,,real,longitude latitude time,spco2,ocnBgchem
3,Delta PCO2,uatm,Difference between atmospheric and oceanic partial pressure of CO2 (positive meaning ocean > atmosphere),,dpco2,,delta_pco2,uatm,time: mean arera: where sea,,,,,,real,longitude latitude time,dpco2,ocnBgchem
3,Delta PO2,uatm,Difference between atmospheric and oceanic partial pressure of O2 (positive meaning ocean > atmosphere),Are these correct and preferred units?  Why not some variant on Pa?,dpo2,,delta_po2,uatm,time: mean area: mean where sea,,,,,,real,longitude latitude time,dpo2,ocnBgchem
1,Surface Downward CO2 Flux,kg C m-2 s-1,Gas exchange flux of CO2 (positive into ocean),"For consistency with other fluxes, shouldn't this have units of mol C m-2 s-1",fgco2,,air_to_sea_co2_flux,kg C m-2 s-1,time: mean arera: where sea,,,,,,real,longitude latitude time,fgco2,ocnBgchem
1,Surface Downward O2 Flux,mol O2 m-2 s-1,Gas exchange flux of O2 (positive into ocean),,fgo2,,air_to_sea_o2_flux,mol O2 m-2 s-1,time: mean area: mean where sea,,,,,,real,longitude latitude time,fgo2,ocnBgchem
3,Surface Upward DMS Flux,mol DMS m-2 s-1,Gas exchange flux of DMS (positive into atmosphere),,fgdms,,sea_to_air_dms_flux,mol DMS m-2 s-1,time: mean arera: where sea,,,,,,real,longitude latitude time,fgdms,ocnBgchem
3,Flux of Carbon Into Ocean Surface by Runoff and Sediment Dissolution,mol C m-2 s-1,Carbon supply to ocean through runoff and sediment dissolution (neglects gas exchange),,fsc,,carbon_source_flux,mol C m-2 s-1,time: mean area: mean where sea,,,,,,real,longitude latitude time,fsc,ocnBgchem
3,Downward Carbon Flux at Ocean Bottom,mol C m-2 s-1,Carbon loss to sediments,,frc,,carbon_removal_flux,mol C m-2 s-1,time: mean arera: where sea,,,,,,real,longitude latitude time,frc,ocnBgchem
3,Nitrogen Fixation Rate in Ocean,mol N m-2 s-1,Vertically integrated nitrogen fixation,,intpn2,,integrated_nitrogen_fixation,mol N m-2 s-1,time: mean area: mean where sea,,,,,,real,longitude latitude time,intpn2,ocnBgchem
3,Surface Downward Net Flux of Nitrogen,mol N m-2 s-1,"N supply through deposition flux onto sea surface, nitrogen fixation, and runoff",,fsn,,nitrogen_source_flux,mol N m-2 s-1,time: mean arera: where sea,,,,,,real,longitude latitude time,fsn,ocnBgchem
3,Nitrogen Loss to Sediments and through Denitrification,mol N m-2 s-1,N loss to sediment and water column denitrification,,frn,,nitrogen_removal_flux,mol N m-2 s-1,time: mean area: mean where sea,,,,,,real,longitude latitude time,frn,ocnBgchem
3,Surface Downward Net Flux of Iron,mol Fe m-2 s-1,"Iron supply through deposition flux onto sea surface, runoff, coasts, sediments, etc",,fsfe,,iron_source_flux,mol Fe m-2 s-1,time: mean arera: where sea,,,,,,real,longitude latitude time,fsfe,ocnBgchem
3,Iron Loss to Sediments,mol Fe m-2 s-1,Iron loss to sediments,,frfe,,iron_removal_flux,mol Fe m-2 s-1,time: mean area: mean where sea,,,,,,real,longitude latitude time,frfe,ocnBgchem
3,Oxygen Minimum Concentration,mol O2 m-3,Vertical minimum concentration of dissolved oxygen gas,,o2min,,oxygen_minimum,mol O2 m-3,time: mean arera: where sea,,,,,,real,longitude latitude time,o2min,ocnBgchem
3,Depth of Oxygen Minimum Concectration,mol O2 m-3,"Depth of vertical minimum concentration of dissolved oxygen gas (if two, then the shallower)",,zo2min,,oxygen_minimum_depth,mol O2 m-3,time: mean area: mean where sea,,,,,,real,longitude latitude time,zo2min,ocnBgchem
3,Calcite Saturation Depth,m,"Depth of calcite saturation horizon (0 if < surface, ""missing"" if > bottom, if two, then the shallower)",,zsatcalc,,calcite_saturation_depth,m,time: mean arera: where sea,,,,,,real,longitude latitude time,zsatcalc,ocnBgchem
3,Aragonite Saturation Depth,m,"Depth of aragonite saturation horizon (0 if < surface, ""missing""  if > bottom, if two, then the shallower)",,zsatarag,,aragonite_saturation_depth,m,time: mean area: mean where sea,,,,,,real,longitude latitude time,zsatarag,ocnBgchem
3,Rate of Change of Net Dissolved Inorganic Carbon,mol C m-2 s-1,Net time rate of change of dissolved inorganic carbon,Is this the rate of change integrated through the entire water column or uppermost 100 m?,fddtdic,,net_dic_rate_of_change,mol C m-2 s-1,time: mean arera: where sea,,,,,,real,longitude latitude time,fddtdic,ocnBgchem
3,Rate of Change in Upper 100 m of Net Dissolved Inorganic Nitrogen,mol N m-2 s-1,Net time rate of change of nitrogen nutrients (e.g. NO3+NH4) in upper 100m,,fddtdin,,net_din_rate_of_change,mol N m-2 s-1,time: mean area: mean where sea,,,,,,real,longitude latitude time,fddtdin,ocnBgchem
3,Rate of Change in Upper 100 m of Net Dissolved Inorganic Phosphate,mol P m-2 s-1,vertical integral of net  time rate of change of phosphate in upper 100m,,fddtdip,,net_dip_rate_of_change,mol P m-2 s-1,time: mean arera: where sea,,,,,,real,longitude latitude time,fddtdip,ocnBgchem
3,Rate of Change in Upper 100 m of Net Dissolved Inorganic Iron,mol Fe m-2 s-1,vertical integral of net time rate of change of dissolved inorganic iron in upper 100m,,fddtdife,,net_dife_rate_of_change,mol Fe m-2 s-1,time: mean area: mean where sea,,,,,,real,longitude latitude time,fddtdife,ocnBgchem
3,Rate of Change in Upper 100 m of Net Dissolved Inorganic Silicate,mol Si m-2 s-1,vertical integral of net time rate of change of dissolved inorganic silicate in upper 100m,,fddtdisi,,net_disi_rate_of_change,mol Si m-2 s-1,time: mean arera: where sea,,,,,,real,longitude latitude time,fddtdisi,ocnBgchem,
3,Rate of Change in Upper 100 m of Alkalinity,eq m-2 s-1,vertical integral of net time rate of change of alkalinity in upper 100m,"Is ""equivalents"" preferred to, say, 10**-6 (i.e., ppm)  or kmol/m**3?",fddtalk,,net_alkalinity_rate_of_change,eq m-2 s-1,time: mean area: mean where sea,,,,,,real,longitude latitude time,fddtalk,ocnBgchem,
3,Rate of Change in Upper 100 m of Dissolved Inorganic Carbon due to Biological Activity,mol C m-2 s-1,vertical integral of net biological terms in time rate of change of dissolved inorganic carbon in upper 100m,,fbddtdic,,net_biological_dic_rate_of_change,mol C m-2 s-1,time: mean arera: where sea,,,,,,real,longitude latitude time,fbddtdic,ocnBgchem,
3,Rate of Change in Upper 100 m of Dissolved Inorganic Nitrogen due to Biological Activity,mol N m-3 s-1,vertical integral of net biological terms in time rate of change of nitrogen nutrients (e.g. NO3+NH4) in upper 100m,,fbddtdin,,net_biological_din_rate_of_change,mol N m-3 s-1,time: mean area: mean where sea,,,,,,real,longitude latitude time,fbddtdin,ocnBgchem,
3,Rate of Change in Upper 100 m of Dissolved Inorganic Phosphate due to Biological Activity,mol P m-2 s-1,vertical integral of net biological terms in time rate of change of phosphate in upper 100m,,fbddtdip,,net_biological_dip_rate_of_change,mol P m-2 s-1,time: mean arera: where sea,,,,,,real,longitude latitude time,fbddtdip,ocnBgchem,
3,Rate of Change in Upper 100 m of Dissolved Inorganic Iron due to Biological Activity,mol Fe m-2 s-1,vertical integral of net biological terms in time rate of change of dissolved inorganic iron in upper 100m,,fbddtdife,,net_biological_dife_rate_of_change,mol Fe m-2 s-1,time: mean area: mean where sea,,,,,,real,longitude latitude time,fbddtdife,ocnBgchem,
3,Rate of Change in Upper 100 m of Dissolved Inorganic Silicate due to Biological Activity,mol Si m-2 s-1,vertical integral of net biological terms in time rate of change of dissolved inorganic silicate in upper 100m,,fbddtdisi,,net_biological_disi_rate_of_change,mol Si m-2 s-1,time: mean arera: where sea,,,,,,real,longitude latitude time,fbddtdisi,ocnBgchem,
3,Rate of Change in Upper 100 m of Biological Alkalinity due to Biological Activity,eq m-2 s-1,vertical integral of net biological terms in time rate of change of alkalinity in upper 100m,"Is ""equivalents"" preferred to, say, 10**-6 (i.e., ppm)  or kmol/m**3?",fbddtalk,,net_biological_alkalinity_rate_of_change,eq m-2 s-1,time: mean area: mean where sea,,,,,,real,longitude latitude time,fbddtalk,ocnBgchem,
"Further explanation of the fields in the following tables can be found in Griffies et al., available at  http://eprints.soton.ac.uk/65415/01/137_WGOMD_ModelOutput.pdf .  ",,,,,,,,,,,,,,,,,,,
In CMOR Table Omon: WGOMD Table 2.2,,,,,,,,,,,,,,,,,,,
priority,long name,units ,comment ,questions,output variable name ,standard name,unconfirmed or proposed standard name,unformatted units,cell_methods,valid min,valid max,mean absolute min,mean absolute max,positive,type,CMOR dimensions,CMOR variable name,realm,frequency
1,Sea Water Mass ,kg ,,,masso,sea_water_mass,,kg ,time: mean area: sum where sea,,,,,,real,time,masso,ocean,
1,Sea Water Pressure at Sea floor ,dbar ,,,pbo,sea_water_pressure_at_sea_floor,,dbar ,time: mean,,,,,,real,longitude latitude time,pbo,ocean,
2,Sea Water Pressure at Sea Water Surface ,dbar ,,,pso,sea_water_pressure_at_sea_water_surface,,dbar ,time: mean,,,,,,real,longitude latitude time,pso,ocean,
1,Sea Water Volume ,m3,,,volo,sea_water_volume,,m3,time: mean area: sum where sea,,,,,,real,time,volo,ocean,
1,Sea Surface Height Above Geoid ,m ,,,zos,sea_surface_height_above_geoid,,m ,time: mean,,,,,,real,longitude latitude time,zos,ocean,
3,Square of Sea Surface Height Above Geoid ,m2,,,zossq,square_of_sea_surface_height_above_geoid,,m2,time: mean,,,,,,real,longitude latitude time,zossq,ocean
1,Global Average Sea Level Change ,m ,,,zosga,global_average_sea_level_change,,m ,time: mean area: mean where sea,,,,,,real,time,zosga,ocean
1,Global Average Steric Sea Level Change ,m ,,,zossga,global_average_steric_sea_level_change,,m ,time: mean area: mean where sea,,,,,,real,time,zossga,ocean
1,Global Average Thermosteric Sea Level Change ,m ,,,zostoga,global_average_thermosteric_sea_level_change,,m ,time: mean area: mean where sea,,,,,,real,time,zostoga,ocean
1,Sea Water Mass Per Unit Area ,kg m-2,,,masscello,sea_water_mass_per_unit_area,,kg m-2,time: mean,,,,,,real,longitude latitude olevel time,masscello,ocean
1,Ocean Model Cell Thickness ,m ,,,thkcello,cell_thickness,,m ,time: mean,,,,,,real,longitude latitude olevel time,thkcello,ocean
1,Sea Water Potential Temperature ,K ,,,thetao,sea_water_potential_temperature,,K ,time: mean,,,,,,real,longitude latitude olevel time,thetao,ocean
1,Global Average Sea Water Potential Temperature ,K ,,,thetaoga,sea_water_potential_temperature,,K ,time: mean area: mean where sea,,,,,,real,time,thetaoga,ocean
2,Sea Surface Temperature ,K ,"this may differ from ""surface temperature"" in regions of sea ice.",,tos,sea_surface_temperature,,K ,time: mean,,,,,,real,longitude latitude time,tos,ocean
,,,,,,,,,,,,,,,,,,
3,Square of Sea Surface Temperature ,K2 ,,,tossq,square_of_sea_surface_temperature,,K2 ,time: mean,,,,,,real,longitude latitude time,tossq,ocean
,,,,,,,,,,,,,,,,,,
1,Sea Water Salinity ,psu ,,,so,sea_water_salinity,,psu ,time: mean,,,,,,real,longitude latitude olevel time,so,ocean
1,Global Mean Sea Water Salinity ,psu ,,,soga,sea_water_salinity,,psu ,time: mean area: mean where sea,,,,,,real,time,soga,ocean
2,Sea Surface Salinity ,psu ,,,sos,sea_surface_salinity,,psu ,time: mean,,,,,,real,longitude latitude time,sos,ocean
3,Sea Water Potential Density ,kg m-3,,,rhopoto,sea_water_potential_density,,kg m-3,time: mean,,,,,,real,longitude latitude olevel time,rhopoto,ocean
3,Sea Water Age Since Surface Contact ,yr ,,,agessc,sea_water_age_since_surface_contact,,yr ,time: mean,,,,,,real,longitude latitude olevel time,agessc,ocean,
3,Moles Per Unit Mass of CFC-11 in Sea Water ,mol kg-1 ,,,cfc11,moles_per_unit_mass_of_cfc11_in_sea_water,,mol kg-1 ,time: mean,,,,,,real,longitude latitude olevel time,cfc11,ocean,
3,Ocean Barotropic Mass Streamfunction ,kg s-1,differs from CMIP3 because it includes mass.,,msftbarot,ocean_barotropic_mass_streamfunction,,kg s-1,time: mean,,,,,,real,longitude latitude time,msftbarot,ocean,
3,Ocean Mixed Layer Thickness De_ned by Sigma T ,m ,,,mlotst,ocean_mixed_layer_thickness_defined_by_sigma_t,,m ,time: mean,,,,,,real,longitude latitude time,mlotst,ocean,
3,Square of Ocean Mixed Layer Thickness De_ned by Sigma T ,m2,,,mlotstsq,square_of_ocean_mixed_layer_thickness_defined_by_sigma_t,,m2,time: mean,,,,,,real,longitude latitude time,mlotstsq,ocean,
3,Mean Daily Maximum Ocean Mixed Layer Thickness De_ned by Mixing Scheme ,m ,,,omldamax,ocean_mixed_layer_thickness_defined_by_mixing_scheme,,m ,time: maximum within days time: mean over days,,,,,,real,longitude latitude time,omldamax,ocean,
3,Monthly Maximum Ocean Mixed Layer Thickness De_ned by Mixing Scheme ,m ,,,omlmax,ocean_mixed_layer_thickness_defined_by_mixing_scheme,,m ,time: maximum,,,,,,real,longitude latitude time,omlmax,ocean,
In CMOR Table Omon: WGOMD Table 2.3,,,,,,,,,,,,,,,,,,,
priority,long name,units ,comment ,questions,output variable name ,standard name,unconfirmed or proposed standard name,unformatted units,cell_methods,valid min,valid max,mean absolute min,mean absolute max,positive,type,CMOR dimensions,CMOR variable name,realm,frequency
1,Sea Water X Velocity ,m s-1,,,uo,sea_water_x_velocity,,m s-1,time: mean,,,,,,real,longitude latitude olevel time,uo,ocean,
1,Sea Water Y Velocity ,m s-1,,,vo,sea_water_y_velocity,,m s-1,time: mean,,,,,,real,longitude latitude olevel time,vo,ocean,
1,Upward Ocean Mass Transport ,kg s-1,"differs from CMIP3, which only had upward velocity.",,wmo,upward_ocean_mass_transport,,kg s-1,time: mean,,,,,,real,longitude latitude olevel time,wmo,ocean,
1,Square of Upward Ocean Mass Transport ,kg2 s-2,,,wmosq,square_of_upward_ocean_mass_transport,,kg2 s-2,time: mean,,,,,,real,longitude latitude olevel time,wmosq,ocean,
2,Ocean Mass X Transport ,kg s-1,,,umo,ocean_mass_x_transport,,kg s-1,time: mean,,,,,,real,longitude latitude olevel time,umo,ocean,
2,Ocean Mass Y Transport ,kg s-1,,,vmo,ocean_mass_y_transport,,kg s-1,time: mean,,,,,,real,longitude latitude olevel time,vmo,ocean,
2,Ocean Meridional Overturning Mass Streamfunction ,kg s-1,"function of Y, Z, basin. differs from CMIP3 because it includes mass.",,msftmyz,ocean_meridional_overturning_mass_streamfunction,,kg s-1,time: mean longitude: mean,,,,,,real,latitude olevel basin time,msftmyz,ocean,
2,Ocean Meridional Overturning Mass Streamfunction ,kg s-1,function of of Y-rho-basin.,,msftmrhoz,ocean_meridional_overturning_mass_streamfunction,,kg s-1,time: mean longitude: mean,,,,,,real,latitude rho basin time,msftmrhoz,ocean
2,Ocean Y Overturning Mass Streamfunction ,kg s-1,"function of Y, Z, basin. ",,msftyyz,ocean_y_overturning_mass_streamfunction,,kg s-1,time: mean longitude: mean,,,,,,real,latitude olevel basin time,msftyyz,ocean
2,Ocean Y Overturning Mass Streamfunction ,kg s-1,"function of Y, rho, basin.",,msftyrhoz,ocean_y_overturning_mass_streamfunction,,kg s-1,time: mean longitude: mean,,,,,,real,latitude rho basin time,msftyrhoz,ocean
3,Ocean Meridional Overturning Mass Streamfunction due to Bolus Advection ,kg s-1,"function of Y, Z, basin. ",,msftmyzba,ocean_meridional_overturning_mass_streamfunction_due_to_bolus_advection,,kg s-1,time: mean longitude: mean,,,,,,real,latitude olevel basin time,msftmyzba,ocean
3,Ocean Meridional Overturning Mass Streamfunction due to Bolus Advection ,kg s-1,"function of Y, rho, basin.",,msftmrhozba,ocean_meridional_overturning_mass_streamfunction_due_to_bolus_advection,,kg s-1,time: mean longitude: mean,,,,,,real,latitude rho basin time,msftmrhozba,ocean
3,Ocean Y Overturning Mass Streamfunction due to Bolus Advection ,kg s-1,"function of Y, Z, basin. ",,msftyyzba,ocean_y_overturning_mass_streamfunction_due_to_bolus_advection,,kg s-1,time: mean longitude: mean,,,,,,real,latitude olevel basin time,msftyyzba,ocean
3,Ocean Y Overturning Mass Streamfunction due to Bolus Advection ,kg s-1,"function of Y, rho, basin.",,msftyrhozba,ocean_y_overturning_mass_streamfunction_due_to_bolus_advection,,kg s-1,time: mean longitude: mean,,,,,,real,latitude rho basin time,msftyrhozba,ocean
2,Northward Ocean Heat Transport ,W ,"For a model with a cartesian latxlon grid, this is the same as the ""Ocean Heat Y Transport"" in line 108.",,hfnorth,northward_ocean_heat_transport,,W ,time: mean,,,,,,real,longitude latitude time,hfnorth,ocean
3,Northward Ocean Heat Transport due to Bolus Advection ,W ,,,hfyba,northward_ocean_heat_transport_due_to_bolus_advection,,W ,time: mean,,,,,,real,longitude latitude time,hfyba,ocean
3,Northward Ocean Heat Transport due to Diffusion ,W ,,,hfydiff,northward_ocean_heat_transport_due_to_diffusion,,W ,time: mean,,,,,,real,longitude latitude time,hfydiff,ocean
2,Ocean Heat X Transport ,W ,,,,ocean_heat_x_transport,,W ,time: mean,,,,,,real,longitude latitude time,0,ocean
2,Ocean Heat Y Transport ,W ,"For a model with a cartesian latxlon grid, this is the same as the ""Northward Ocean Heat Transport"" in line 104.",,hfy,ocean_heat_y_transport,,W ,time: mean,,,,,,real,longitude latitude time,hfy,ocean
3,Ocean Heat X Transport due to Bolus Advection ,W ,,,hfxba,ocean_heat_x_transport_due_to_bolus_advection,,W ,time: mean,,,,,,real,longitude latitude time,hfxba,ocean
3,Ocean Heat X Transport due to Diffusion ,W ,,,hfxdiff,ocean_heat_x_transport_due_to_diffusion,,W ,time: mean,,,,,,real,longitude latitude time,hfxdiff,ocean
3,Ocean Heat Y Transport due to Bolus Advection ,W ,,,hfyba,ocean_heat_y_transport_due_to_bolus_advection,,W ,time: mean,,,,,,real,longitude latitude time,hfyba,ocean
3,Ocean Heat Y Transport due to Diffussion,W ,,,hfydiff,ocean_heat_y_transport_due_to_diffusion,,W ,time: mean,,,,,,real,longitude latitude time,hfydiff,ocean
2,Northward Ocean Heat Transport due to Gyre ,W ,,,htovgyre,northward_ocean_heat_transport_due_to_gyre,,W ,time: mean longitude: mean,,,,,,real,latitude basin time,htovgyre,ocean,
2,Northward Ocean Heat Transport due to Overturning ,W ,,,htovovrt,northward_ocean_heat_transport_due_to_overturning,,W ,time: mean longitude: mean,,,,,,real,latitude basin time,htovovrt,ocean,
2,Northward Ocean Salt Transport due to Gyre ,kg s-1,,,sltovgyre,northward_ocean_salt_transport_due_to_gyre,,kg s-1,time: mean longitude: mean,,,,,,real,latitude basin time,sltovgyre,ocean,
2,Northward Ocean Salt Transport due to Overturning ,kg s-1,,,sltovovrt,northward_ocean_salt_transport_due_to_overturning,,kg s-1,time: mean longitude: mean,,,,,,real,latitude basin time,sltovovrt,ocean,
In CMOR Table Omon: WGOMD Table 2.4,,,,,,,,,,,,,,,,,,,
"sea water transport through (or associated with) the following straits, openings, channels, passages, etc.:  barents_opening, bering_strait, canadian_archipelago, denmark_strait, drake_passage, english_channel, pacific_equatorial_undercurrent, faroe_scotland_channel, florida_bahamas_strait, fram_strait, iceland_faroe_channel, indonesian_thoughflow, mozambique_channel, taiwan_luzon_straits, and windward_passage.  For definitions see WGOMD document referenced above.  All transports will be stored in a single variable with a dimension that covers the set of regions listed here.",,,,,,,,,,,,,,,,,,,
priority,long name,units ,comment ,questions,output variable name ,standard name,unconfirmed or proposed standard name,unformatted units,cell_methods,valid min,valid max,mean absolute min,mean absolute max,positive,type,CMOR dimensions,CMOR variable name,realm,frequency
2,Sea Water Transport,kg s-1,,,mfo,,sea_water_transport_across_line,kg s-1,time: mean,,,,,,real,xline time,mfo,ocean,
In CMOR Table Omon: WGOMD Table 2.5,,,,,,,,,,,,,,,,,,,
priority,long name,units ,comment ,questions,output variable name ,standard name,unconfirmed or proposed standard name,unformatted units,cell_methods,valid min,valid max,mean absolute min,mean absolute max,positive,type,CMOR dimensions,CMOR variable name,realm,
2,Rainfall Flux where Ice Free Ocean over Sea,kg m-2 s-1,compute as the total mass of liquid water falling as liquid rain  into the ice-free portion of the ocean divided by the area of the ocean portion of the grid cell.,,pr,rainfall_flux,,kg m-2 s-1,time: mean area: mean where ice_free_sea over sea,,,,,,real,longitude latitude time,pr,ocean,
2,Snowfall Flux where Ice Free Ocean over Sea,kg m-2 s-1,compute as the total mass of ice directly falling as snow into the ice-free portion of the ocean divided by the area of the ocean portion of the grid cell.,,prsn,snowfall_flux,,kg m-2 s-1,time: mean area: mean where ice_free_sea over sea,,,,,,real,longitude latitude time,prsn,ocean,
2,Water Evaporation Flux Where Ice Free Ocean over Sea,kg m-2 s-1,compute as the total mass of water vapor evaporating from the ice-free portion of the ocean  divided by the area of the ocean portion of the grid cell.,,evs,water_evaporation_flux,,kg m-2 s-1,time: mean area: mean where ice_free_sea over sea,,,,,,real,longitude latitude time,evs,ocean,
2,Water Flux into Sea Water From Rivers ,kg m-2 s-1,compute as the river flux of water into the ocean divided by the area of the ocean portion of the grid cell.,,friver,water_flux_into_sea_water_from_rivers,,kg m-2 s-1,time: mean area: mean where sea,,,,,,real,longitude latitude time,friver,ocean,
2,Water Flux into Sea Water From Icebergs ,kg m-2 s-1,compute as the iceberg melt water  flux into the ocean divided by the area of the ocean portion of the grid cell.,,ficeberg,water_flux_into_sea_water_from_icebergs,,kg m-2 s-1,time: mean area: mean where sea,,,,,,real,longitude latitude olevel time,ficeberg,ocean,
1,Water Flux into Sea Water due to Sea Ice Thermodynamics ,kg m-2 s-1,compute as the sea ice thermodynamic water flux into the ocean divided by the area of the ocean portion of the grid cell.,The priority set by the WGOMD was 2 for this field.  The sea-ice folks requested that the priority be raised to 1.,fsitherm,water_flux_into_sea_water_due_to_sea_ice_thermodynamics,,kg m-2 s-1,time: mean area: mean where sea,,,,,,real,longitude latitude time,fsitherm,ocean seaIce,
2,Water Flux into Sea Water ,kg m-2 s-1,compute as the water  flux into the ocean divided by the area of the ocean portion of the grid cell.  This is the sum of the next two variables in this table.,,wfo,water_flux_into_sea_water,,kg m-2 s-1,time: mean area: mean where sea,,,,,,real,longitude latitude time,wfo,ocean,
2,Water Flux into Sea Water Without Flux Correction ,kg m-2 s-1,compute as the water  flux (without flux correction) into the ocean divided by the area of the ocean portion of the grid cell.  This is the sum of the first 6 variables in this table?,,wfonocorr,water_flux_into_sea_water_without_flux_correction,,kg m-2 s-1,time: mean area: mean where sea,,,,,,real,longitude latitude time,wfonocorr,ocean,
2,Water Flux Correction ,kg m-2 s-1,"If this does not vary from one year to the next, report only a single year.  Positive flux implies correction adds water to ocean.",,wfcorr ,water_flux_correction,,kg m-2 s-1,time: mean area: mean where sea,,,,,down,real,longitude latitude time,wfcorr ,ocean,
In CMOR Table Omon: WGOMD Table 2.6,,,,,,,,,,,,,,,,,,,
priority,long name,units ,comment ,questions,output variable name ,standard name,unconfirmed or proposed standard name,unformatted units,cell_methods,valid min,valid max,mean absolute min,mean absolute max,positive,type,CMOR dimensions,CMOR variable name,realm,
2,Virtual Salt Flux into Sea Water due to Rainfall ,kg m-2 s-1,,,vsfpr,virtual_salt_flux_into_sea_water_due_to_rainfall,,kg m-2 s-1,time: mean area: mean where sea,,,,,,real,longitude latitude time,vsfpr,ocean,
