CMOR Table cfMon: CFMIP Monthly-Mean Cloud Diagnostic Fields,,,,,cfMon,mon,,,,,,,,,,,,,
(All Saved on the Atmospheric Grid),,,,,,,,,,,,,,,,,,,
"For further guidance, please see http://www.cfmip.net",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"The spread sheet ""CFMIP output"" specifies the simulations and time-periods for which the cloud diagnostic fields listed on this spread sheet should be saved.",,,,,,,,,,,,,,,,,,,
"In CMOR Table cfMon: ""CFMIP monthly 3D""--monthly mean 3-D fields on model levels (or half levels in the case of fluxes)",,,,,,,,,,,,,,,,,,,
priority,long name,units ,comment ,questions,output variable name ,standard name,unconfirmed or proposed standard name,unformatted units,cell_methods,valid min,valid max,mean absolute min,mean absolute max,positive,type,CMOR dimensions,CMOR variable name,realm,frequency
1,Upwelling Longwave Radiation,W m-2,Include also the fluxes at the surface and TOA.,,rlu,upwelling_longwave_flux_in_air,,W m-2,time: mean,,,,,up,real,longitude latitude alevbnds time,rlu,atmos,
1,Upwelling Shortwave Radiation,W m-2,Include also the fluxes at the surface and TOA.,,rsu,upwelling_shortwave_flux_in_air,,W m-2,time: mean,,,,,up,real,longitude latitude alevbnds time,rsu,atmos,
1,Downwelling Longwave Radiation,W m-2,Include also the fluxes at the surface and TOA.,,rld,downwelling_longwave_flux_in_air,,W m-2,time: mean,,,,,down,real,longitude latitude alevbnds time,rld,atmos,
1,Downwelling Shortwave Radiation,W m-2,Include also the fluxes at the surface and TOA.,,rsd,downwelling_shortwave_flux_in_air,,W m-2,time: mean,,,,,down,real,longitude latitude alevbnds time,rsd,atmos,
1,Upwelling Clear-Sky Longwave Radiation,W m-2,Include also the fluxes at the surface and TOA.,,rlucs,upwelling_longwave_flux_in_air_assuming_clear_sky,,W m-2,time: mean,,,,,up,real,longitude latitude alevbnds time,rlucs,atmos
1,Upwelling Clear-Sky Shortwave Radiation,W m-2,Include also the fluxes at the surface and TOA.,,rsucs,upwelling_shortwave_flux_in_air_assuming_clear_sky,,W m-2,time: mean,,,,,up,real,longitude latitude alevbnds time,rsucs,atmos
1,Downwelling Clear-Sky Longwave Radiation,W m-2,Include also the fluxes at the surface and TOA.,,rldcs,downwelling_longwave_flux_in_air_assuming_clear_sky,,W m-2,time: mean,,,,,down,real,longitude latitude alevbnds time,rldcs,atmos
1,Downwelling Clear-Sky Shortwave Radiation,W m-2,Include also the fluxes at the surface and TOA.,,rsdcs,downwelling_shortwave_flux_in_air_assuming_clear_sky,,W m-2,time: mean,,,,,down,real,longitude latitude alevbnds time,rsdcs,atmos
,,,,,,,,,,,,,,,,,,
1,Air Temperature,K,,,ta,air_temperature,,K,time: mean,,,,,,real,longitude latitude alevel time,ta,atmos
1,Tendency of Air Temperature,K s-1,,,tnt,tendency_of_air_temperature,,K s-1,time: mean,,,,,,real,longitude latitude alevel time,tnt,atmos
1,Tendency of Air Temperature due to Advection,K s-1,,,tnta ,tendency_of_air_temperature_due_to_advection,,K s-1,time: mean,,,,,,real,longitude latitude alevel time,tnta ,atmos
1,Tendency of Air Temperature due to Diabatic Processes,K s-1,,,tntmp,tendency_of_air_temperature_due_to_model_physics,,K s-1,time: mean,,,,,,real,longitude latitude alevel time,tntmp,atmos
1,Tendency of Air Temperature Due to Stratiform Cloud and Precipitation and Boundary Layer Mixing,K s-1,,,tntscpbl,tendency_of_air_temperature_due_to_stratiform_cloud_and_precipitation_and_boundary_layer_mixing,,K s-1,time: mean,,,,,,real,longitude latitude alevel time,tntscpbl,atmos
1,Tendency of Air Temperature due to Radiative Heating,K s-1,,,tntr ,tendency_of_air_temperature_due_to_radiative_heating,,K s-1,time: mean,,,,,,real,longitude latitude alevel time,tntr ,atmos
1,Tendency of Air Temperature due to Moist Convection,K s-1,,,tntc,tendency_of_air_temperature_due_to_convection,,K s-1,time: mean,,,,,,real,longitude latitude alevel time,tntc,atmos
,,,,,,,,,,,,,,,,,,atmos
1,Specific Humidity,1,,,hus,specific_humidity,,1,time: mean,,,,,,real,longitude latitude alevel time,hus,atmos
1,Tendency of Specific Humidity,s-1,,,tnhus,tendency_of_specific_humidity,,s-1,time: mean,,,,,,real,longitude latitude alevel time,tnhus,atmos
1,Tendency of Specific Humidity due to Advection,s-1,,,tnhusa,tendency_of_specific_humidity_due_to_advection,,s-1,time: mean,,,,,,real,longitude latitude alevel time,tnhusa,atmos
1,Tendency of Specific Humidity due to Convection,s-1,,,tnhusc,tendency_of_specific_humidity_due_to_convection,,s-1,time: mean,,,,,,real,longitude latitude alevel time,tnhusc,atmos
1,Tendency of Specific Humidity due to Diffusion,s-1,,,tnhusd,tendency_of_specific_humidity_due_to_diffusion,,s-1,time: mean,,,,,,real,longitude latitude alevel time,tnhusd,atmos
1,Tendency of Specific Humidity due to Stratiform Cloud Condensation and Evaporation,s-1,,,tnhusscpbl,tendency_of_specific_humidity_due_to_stratiform_cloud_and_precipitation_and_boundary_layer_mixing,,s-1,time: mean,,,,,,real,longitude latitude alevel time,tnhusscpbl,atmos
1,Tendency of Specific Humidity due to Model Physics,s-1,"This should include sources and sinks from parametrized physics (e.g. convection, stratiform condensation/evaporation, etc.) and should exclude sources and sinks from resolved dynamics and diffusion.",,tnhusmp,tendency_of_specific_humidity_due_to_model_physics,,s-1,time: mean,,,,,,real,longitude latitude alevel time,tnhusmp,atmos
,,,,,,,,,time: mean,,,,,,,,,atmos
1,Eddy Viscosity Coefficients for Momentum,m2 s-1,,,eviscu,atmosphere_momentum_diffusivity,,m2 s-1,time: mean,,,,,,real,longitude latitude alevel time,eviscu,atmos
1,Eddy Diffusivity Coefficients for Temperature,m2 s-1,,,evisct,atmosphere_heat_diffusivity,,m2 s-1,time: mean,,,,,,real,longitude latitude alevel time,evisct,atmos
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
2,Convective Cloud Area Fraction,%,,,clc,convective_cloud_area_fraction_in_atmosphere_layer,,%,time: mean,,,,,,real,longitude latitude alevel time,clc,atmos
2,Mass Fraction of Convective Cloud Liquid Water ,1,Calculate as the mass of convective cloud liquid water in the grid cell divided by the mass of air (including the water in all phases) in the grid cell.  Include precipitating hydrometeors ONLY if the precipitating hydrometeor affects the calculation of radiative transfer in model.  ,, clwc,mass_fraction_of_convective_cloud_liquid_water_in_air,,1,time: mean,,,,,,real,longitude latitude alevel time, clwc,atmos
2,Mass Fraction of Convective Cloud Ice,1,Calculate as the mass of convective cloud ice  in the grid cell divided by the mass of air (including the water in all phases) in the grid cell.  Include precipitating hydrometeors ONLY if the precipitating hydrometeor affects the calculation of radiative transfer in model.  ,,clic,mass_fraction_of_convective_cloud_ice_in_air,,1,time: mean,,,,,,real,longitude latitude alevel time,clic,atmos
2,Stratiform Cloud Area Fraction,%,,,cls,stratiform_cloud_area_fraction_in_atmosphere_layer,,%,time: mean,,,,,,real,longitude latitude alevel time,cls,atmos
2,Mass Fraction of Stratiform Cloud Liquid Water,1,Calculate as the mass of stratiform cloud liquid water in the grid cell divided by the mass of air (including the water in all phases) in the grid cell.  Include precipitating hydrometeors ONLY if the precipitating hydrometeor affects the calculation of radiative transfer in model.  ,,clws,mass_fraction_of_stratiform_cloud_liquid_water_in_air,,1,time: mean,,,,,,real,longitude latitude alevel time,clws,atmos
2,Mass Fraction of Stratiform Cloud Ice,1,Calculate as the mass of stratiform cloud ice  in the grid cell divided by the mass of air (including the water in all phases) in the grid cell.  Include precipitating hydrometeors ONLY if the precipitating hydrometeor affects the calculation of radiative transfer in model.  ,,clis,mass_fraction_of_stratiform_cloud_ice_in_air,,1,time: mean,,,,,,real,longitude latitude alevel time,clis,atmos
,,,,,,,,,,,,,,,,,,
2,Updraught Convective Mass Flux,kg m-2 s-1 ,"Report on model half-levels (i.e., model layer bounds and not standard pressures).  Calculate as the convective mass flux divided by the area of the whole grid cell (not just the area of the cloud).",,mcu,atmosphere_updraft_convective_mass_flux,,kg m-2 s-1 ,time: mean,,,,,,real,longitude latitude alevbnds time,mcu,atmos
2,Downdraught Convective Mass Flux,kg m-2 s-1 ,"Report on model half-levels (i.e., model layer bounds and not standard pressures).  Calculate as the convective mass flux divided by the area of the whole grid cell (not just the area of the cloud).",,mcd,atmosphere_downdraft_convective_mass_flux,,kg m-2 s-1 ,time: mean,,,,,,real,longitude latitude alevbnds time,mcd,atmos
2,Shallow Convective Mass Flux,kg m-2 s-1 ,"Report on model half-levels (i.e., model layer bounds and not standard pressures).  For models with a distinct shallow convection scheme, calculate as the convective mass flux divided by the area of the whole grid cell (not just the area of the cloud).",,smc,atmosphere_shallow_convective_mass_flux,,kg m-2 s-1 ,time: mean,,,,,,real,longitude latitude alevbnds time,smc,atmos
2,Deep Convective Mass Flux,kg m-2 s-1 ,"Report on model half-levels (i.e., model layer bounds and not standard pressures).  Calculate as the convective mass flux divided by the area of the whole grid cell (not just the area of the cloud).",,dmc,atmosphere_deep_convective_mass_flux,,kg m-2 s-1 ,time: mean,,,,,,real,longitude latitude alevbnds time,dmc,atmos
,,,,,,,,,,,,,,,,,,atmos
2,Tendency of Mass Fraction of Stratiform Cloud Liquid Water due to Condensation and Evaporation,s-1,,,tnsclwce ,tendency_of_mass_fraction_of_stratiform_cloud_liquid_water_in_air_due_to_condensation_and_evaporation,,s-1,time: mean,,,,,,real,longitude latitude alevel time,tnsclwce ,atmos
2,Tendency of Mass Fraction of Stratiform Cloud Liquid Water Due to Convective Detrainment,s-1,,,tnsclwcd ,tendency_of_mass_fraction_of_stratiform_cloud_liquid_water_in_air_due_to_convective_detrainment,,s-1,time: mean,,,,,,real,longitude latitude alevel time,tnsclwcd ,atmos
2,Tendency of Mass Fraction of Stratiform Cloud Liquid Water due to Homogeneous Nucleation,s-1,,,tnsclwhon ,tendency_of_mass_fraction_of_stratiform_cloud_liquid_water_in_air_due_to_homogeneous_nucleation,,s-1,time: mean,,,,,,real,longitude latitude alevel time,tnsclwhon ,atmos
2,Tendency of Mass Fraction of Stratiform Cloud Liquid Water due to Heterogeneous Nucleation,s-1,,,tnsclwhen ,tendency_of_mass_fraction_of_stratiform_cloud_liquid_water_in_air_due_to_heterogeneous_nucleation,,s-1,time: mean,,,,,,real,longitude latitude alevel time,tnsclwhen ,atmos
2,Tendency of Mass Fraction of Stratiform Cloud Liquid Water due to Riming,s-1,,,tnsclwri ,tendency_of_mass_fraction_of_stratiform_cloud_liquid_water_in_air_due_to_riming,,s-1,time: mean,,,,,,real,longitude latitude alevel time,tnsclwri ,atmos
2,Tendency of Mass Fraction of Stratiform Cloud Liquid Water due to Accretion to Rain,s-1,,,tnsclwar ,tendency_of_mass_fraction_of_stratiform_cloud_liquid_water_in_air_due_to_accretion_to_rain,,s-1,time: mean,,,,,,real,longitude latitude alevel time,tnsclwar ,atmos
2,Tendency of Mass Fraction of Stratiform Cloud Liquid Water due to Accretion to Snow,s-1,,,tnsclwas ,tendency_of_mass_fraction_of_stratiform_cloud_liquid_water_in_air_due_to_accretion_to_snow,,s-1,time: mean,,,,,,real,longitude latitude alevel time,tnsclwas ,atmos
2,Tendency of Mass Fraction of Stratiform Cloud Liquid Water due to Melting From Cloud Ice,s-1,,,tnsclwmi ,tendency_of_mass_fraction_of_stratiform_cloud_liquid_water_in_air_due_to_melting_from_cloud_ice,,s-1,time: mean,,,,,,real,longitude latitude alevel time,tnsclwmi ,atmos
2,Tendency of Mass Fraction of Stratiform Cloud Liquid Water due to Autoconversion,s-1,,,tnsclwac ,tendency_of_mass_fraction_of_stratiform_cloud_liquid_water_in_air_due_to_autoconversion,,s-1,time: mean,,,,,,real,longitude latitude alevel time,tnsclwac ,atmos
2,Tendency of Mass Fraction of Stratiform Cloud Liquid Water due to Advection,s-1,,,tnsclwa ,tendency_of_mass_fraction_of_stratiform_cloud_liquid_water_in_air_due_to_advection,,s-1,time: mean,,,,,,real,longitude latitude alevel time,tnsclwa ,atmos
,,,,,,,,,,,,,,,,,,
2,Tendency of Mass Fraction of Stratiform Cloud Ice Due Convective Detrainment,s-1,Tendency of Mass Fraction of Stratiform Cloud Ice Due to Convective Detrainment,,tnsclicd,tendency_of_mass_fraction_of_stratiform_cloud_ice_in_air_due_to_convective_detrainment,,s-1,time: mean,,,,,,real,longitude latitude alevel time,tnsclicd,atmos
2,Tendency of Mass Fraction of Stratiform Cloud Ice due to Homogeneous Nucleation,s-1,,,tnsclihon,tendency_of_mass_fraction_of_stratiform_cloud_ice_in_air_due_to_homogeneous_nucleation,,s-1,time: mean,,,,,,real,longitude latitude alevel time,tnsclihon,atmos
2,Tendency of Mass Fraction of Stratiform Cloud Ice due to Heterogeneous Nucleation From Cloud Liquid,s-1,,,tnsclihencl,tendency_of_mass_fraction_of_stratiform_cloud_ice_in_air_due_to_heterogeneous_nucleation_from_cloud_liquid,,s-1,time: mean,,,,,,real,longitude latitude alevel time,tnsclihencl,atmos
2,Tendency of Mass Fraction of Stratiform Cloud Ice due to Heterogeneous Nucleation From Water Vapor,s-1,,,tnsclihenv,tendency_of_mass_fraction_of_stratiform_cloud_ice_in_air_due_to_heterogeneous_nucleation_from_water_vapor,,s-1,time: mean,,,,,,real,longitude latitude alevel time,tnsclihenv,atmos
2,Tendency of Mass Fraction of Stratiform Cloud Ice due to Riming From Cloud Liquid,s-1,,,tnscliricl,tendency_of_mass_fraction_of_stratiform_cloud_ice_in_air_due_to_riming_from_cloud_liquid,,s-1,time: mean,,,,,,real,longitude latitude alevel time,tnscliricl,atmos
2,Tendency of Mass Fraction of Stratiform Cloud Ice due to Riming From Rain,s-1,,,tnsclirir,tendency_of_mass_fraction_of_stratiform_cloud_ice_in_air_due_to_riming_from_rain,,s-1,time: mean,,,,,,real,longitude latitude alevel time,tnsclirir,atmos
2,Tendency of Mass Fraction of Stratiform Cloud Ice due to Deposition and Sublimation,s-1,,,tnsclids,tendency_of_mass_fraction_of_stratiform_cloud_ice_in_air_due_to_deposition_and_sublimation,,s-1,time: mean,,,,,,real,longitude latitude alevel time,tnsclids,atmos
2,Tendency of Mass Fraction of Stratiform Cloud Ice due to Aggregation,s-1,,,tnscliag,tendency_of_mass_fraction_of_stratiform_cloud_ice_in_air_due_to_aggregation,,s-1,time: mean,,,,,,real,longitude latitude alevel time,tnscliag,atmos
