1,Dissolved Inorganic Carbon Concentration,mol C m-3,Dissolved inorganic carbon (CO3+HCO3+H2CO3) concentration,,dissic,,dissolved_inorganic_carbon,mol C m-3,time: mean area: mean where sea ,,,,,,real,longitude latitude olevel time,dissic,ocnBgchem,
2,Dissolved Organic Carbon Concentration,mol C m-3,Dissolved organic carbon concentration,,dissoc,,dissolved_organic_carbon,mol C m-3,time: mean area: mean where sea ,,,,,,real,longitude latitude olevel time,dissoc,ocnBgchem,
2,Phytoplankton Carbon Concentration,mol C m-3,"sum of phytoplankton carbon component concentrations.  In most (all?) cases this is the sum of phycdiat and phycmisc (i.e., ""Diatom Carbon Concentration"" and ""Non-Diatom Phytoplankton Carbon Concentration""",,phyc,,phytoplankton_carbon,mol C m-3,time: mean area: mean where sea ,,,,,,real,longitude latitude olevel time,phyc,ocnBgchem,
2,Zooplankton Carbon Concentration,mol C m-3,sum of zooplankton carbon component concentrations,,zooc,,zooplankton_carbon,mol C m-3,time: mean area: mean where sea ,,,,,,real,longitude latitude olevel time,zooc,ocnBgchem,
3,Bacterial Carbon Concentration,mol C m-3,sum of bacterial carbon component concentrations,,bacc,,bacterial_carbon,mol C m-3,time: mean area: mean where sea ,,,,,,real,longitude latitude olevel time,bacc,ocnBgchem
2,Detrital Organic Carbon Concentration,mol C m-3,sum of detrital organic carbon component concentrations,,detoc,,detrital_organic_carbon,mol C m-3,time: mean area: mean where sea ,,,,,,real,longitude latitude olevel time,detoc,ocnBgchem
2,Calcite Concentration,mol C m-3,"sum of particulate calcite component concentrations (e.g. Phytoplankton, Detrital, etc.)",,calc,,calcite,mol C m-3,time: mean area: mean where sea ,,,,,,real,longitude latitude olevel time,calc,ocnBgchem
2,Aragonite Concentration,mol C m-3,"sum of particulate aragonite components (e.g. Phytoplankton, Detrital, etc.)",,arag,,aragonite,mol C m-3,time: mean area: mean where sea ,,,,,,real,longitude latitude olevel time,arag,ocnBgchem
3,Diatom Carbon Concentration,mol C m-3,carbon from the diatom phytoplankton component concentration alone,,phycdiat,,diatom_carbon,mol C m-3,time: mean area: mean where sea ,,,,,,real,longitude latitude olevel time,phycdiat,ocnBgchem
3,Non-Diatom Phytoplankton Carbon Concentration,mol C m-3,"carbon from additional phytoplankton component concentrations alone (e.g. Calc., diaz., cyano., etc)",,phycmisc,,other_phytoplankton_carbon,mol C m-3,time: mean area: mean where sea ,,,,,,real,longitude latitude olevel time,phycmisc,ocnBgchem
